full_name,repo_url,owner_repo,stars,forks
materials_discovery,https://github.com/google-deepmind/materials_discovery,google-deepmind/materials_discovery,1047,166
Uni-Mol,https://github.com/deepmodeling/Uni-Mol,deepmodeling/Uni-Mol,944,151
AIRS,https://github.com/divelab/AIRS,divelab/AIRS,688,79
mat2vec,https://github.com/materialsintelligence/mat2vec,materialsintelligence/mat2vec,630,184
megnet,https://github.com/materialsvirtuallab/megnet,materialsvirtuallab/megnet,539,157
mattersim,https://github.com/microsoft/mattersim,microsoft/mattersim,460,59
dscribe,https://github.com/SINGROUP/dscribe,SINGROUP/dscribe,444,94
matgl,https://github.com/materialsvirtuallab/matgl,materialsvirtuallab/matgl,422,87
PaddleScience,https://github.com/PaddlePaddle/PaddleScience,PaddlePaddle/PaddleScience,394,225
PyXtal,https://github.com/MaterSim/PyXtal,MaterSim/PyXtal,335,76
DeepH-pack,https://github.com/mzjb/DeepH-pack,mzjb/DeepH-pack,291,58
pymatviz,https://github.com/janosh/pymatviz,janosh/pymatviz,274,36
matgenb,https://github.com/materialsvirtuallab/matgenb,materialsvirtuallab/matgenb,261,155
all-atom-diffusion-transformer,https://github.com/facebookresearch/all-atom-diffusion-transformer,facebookresearch/all-atom-diffusion-transformer,254,28
materials,https://github.com/IBM/materials,IBM/materials,253,37
gptchem,https://github.com/kjappelbaum/gptchem,kjappelbaum/gptchem,251,43
quacc,https://github.com/Quantum-Accelerators/quacc,Quantum-Accelerators/quacc,226,61
doped,https://github.com/SMTG-Bham/doped,SMTG-Bham/doped,213,37
matbench-discovery,https://github.com/janosh/matbench-discovery,janosh/matbench-discovery,188,46
matsciml,https://github.com/IntelLabs/matsciml,IntelLabs/matsciml,180,30
MaterialsInformatics,https://github.com/sp8rks/MaterialsInformatics,sp8rks/MaterialsInformatics,170,45
automatminer,https://github.com/hackingmaterials/automatminer,hackingmaterials/automatminer,164,52
pyxem,https://github.com/pyxem/pyxem,pyxem/pyxem,162,88
api,https://github.com/materialsproject/api,materialsproject/api,145,49
XenonPy,https://github.com/yoshida-lab/XenonPy,yoshida-lab/XenonPy,143,59
streamlit-file-browser,https://github.com/pragmatic-streamlit/streamlit-file-browser,pragmatic-streamlit/streamlit-file-browser,140,25
psiflow,https://github.com/molmod/psiflow,molmod/psiflow,137,15
CrystaLLM,https://github.com/lantunes/CrystaLLM,lantunes/CrystaLLM,127,26
ORGANIC,https://github.com/aspuru-guzik-group/ORGANIC,aspuru-guzik-group/ORGANIC,126,65
MAST-ML,https://github.com/uw-cmg/MAST-ML,uw-cmg/MAST-ML,125,61
pymatgen-analysis-diffusion,https://github.com/materialsvirtuallab/pymatgen-analysis-diffusion,materialsvirtuallab/pymatgen-analysis-diffusion,125,56
robocrystallographer,https://github.com/hackingmaterials/robocrystallographer,hackingmaterials/robocrystallographer,124,30
autoplex,https://github.com/autoatml/autoplex,autoatml/autoplex,123,18
SMACT,https://github.com/WMD-group/SMACT,WMD-group/SMACT,123,28
matcalc,https://github.com/materialsvirtuallab/matcalc,materialsvirtuallab/matcalc,119,27
PiNN,https://github.com/Teoroo-CMC/PiNN,Teoroo-CMC/PiNN,117,35
SLICES,https://github.com/xiaohang007/SLICES,xiaohang007/SLICES,117,43
CrystalFormer,https://github.com/deepmodeling/CrystalFormer,deepmodeling/CrystalFormer,117,17
HamGNN,https://github.com/QuantumLab-ZY/HamGNN,QuantumLab-ZY/HamGNN,117,27
workshop,https://github.com/materialsproject/workshop,materialsproject/workshop,116,125
MOFTransformer,https://github.com/hspark1212/MOFTransformer,hspark1212/MOFTransformer,109,16
mlearn,https://github.com/materialsvirtuallab/mlearn,materialsvirtuallab/mlearn,108,26
ShakeNBreak,https://github.com/SMTG-Bham/ShakeNBreak,SMTG-Bham/ShakeNBreak,106,23
XRD-AutoAnalyzer,https://github.com/njszym/XRD-AutoAnalyzer,njszym/XRD-AutoAnalyzer,105,31
LobsterPy,https://github.com/JaGeo/LobsterPy,JaGeo/LobsterPy,103,35
modnet,https://github.com/ppdebreuck/modnet,ppdebreuck/modnet,97,34
ElemNet,https://github.com/NU-CUCIS/ElemNet,NU-CUCIS/ElemNet,97,35
IFermi,https://github.com/fermisurfaces/IFermi,fermisurfaces/IFermi,95,36
Z2Pack,https://github.com/Z2PackDev/Z2Pack,Z2PackDev/Z2Pack,93,52
PyXtal_FF,https://github.com/MaterSim/PyXtal_FF,MaterSim/PyXtal_FF,93,24
smol,https://github.com/CederGroupHub/smol,CederGroupHub/smol,86,17
chemcoord,https://github.com/mcocdawc/chemcoord,mcocdawc/chemcoord,85,17
optimade-python-tools,https://github.com/Materials-Consortia/optimade-python-tools,Materials-Consortia/optimade-python-tools,82,49
HOI-CL,https://github.com/zhihou7/HOI-CL,zhihou7/HOI-CL,80,11
propnet,https://github.com/materialsintelligence/propnet,materialsintelligence/propnet,75,22
ai2-kit,https://github.com/chenggroup/ai2-kit,chenggroup/ai2-kit,74,16
PORMAKE,https://github.com/Sangwon91/PORMAKE,Sangwon91/PORMAKE,73,13
MatDesign,https://github.com/Jiaxuan-Ma/MatDesign,Jiaxuan-Ma/MatDesign,72,27
jarvis_leaderboard,https://github.com/usnistgov/jarvis_leaderboard,usnistgov/jarvis_leaderboard,71,47
mcp.science,https://github.com/pathintegral-institute/mcp.science,pathintegral-institute/mcp.science,71,21
pyEQL,https://github.com/KingsburyLab/pyEQL,KingsburyLab/pyEQL,70,22
HT-tools,https://github.com/bxiao5050/HT-tools,bxiao5050/HT-tools,66,26
mt-cgcnn,https://github.com/soumyasanyal/mt-cgcnn,soumyasanyal/mt-cgcnn,66,12
surfaxe,https://github.com/SMTG-Bham/surfaxe,SMTG-Bham/surfaxe,65,14
matscholar,https://github.com/materialsintelligence/matscholar,materialsintelligence/matscholar,64,22
aimsgb,https://github.com/ksyang2013/aimsgb,ksyang2013/aimsgb,64,23
nano281,https://github.com/materialsvirtuallab/nano281,materialsvirtuallab/nano281,64,29
CAMD,https://github.com/TRI-AMDD/CAMD,TRI-AMDD/CAMD,63,28
GPTFF,https://github.com/atomly-materials-research-lab/GPTFF,atomly-materials-research-lab/GPTFF,63,14
chemeleon,https://github.com/hspark1212/chemeleon,hspark1212/chemeleon,63,13
pydefect,https://github.com/kumagai-group/pydefect,kumagai-group/pydefect,62,24
aviary,https://github.com/CompRhys/aviary,CompRhys/aviary,60,13
LRURec,https://github.com/yueqirex/LRURec,yueqirex/LRURec,59,10
roost,https://github.com/CompRhys/roost,CompRhys/roost,58,14
GASP-python,https://github.com/henniggroup/GASP-python,henniggroup/GASP-python,57,30
pycdt,https://github.com/mbkumar/pycdt,mbkumar/pycdt,57,14
pyCOFBuilder,https://github.com/lipelopesoliveira/pyCOFBuilder,lipelopesoliveira/pyCOFBuilder,56,5
SurfinPy,https://github.com/symmy596/SurfinPy,symmy596/SurfinPy,55,22
aiida-common-workflows,https://github.com/aiidateam/aiida-common-workflows,aiidateam/aiida-common-workflows,54,36
pysktb,https://github.com/santoshkumarradha/pysktb,santoshkumarradha/pysktb,54,9
py4DSTEM_tutorials,https://github.com/py4dstem/py4DSTEM_tutorials,py4dstem/py4DSTEM_tutorials,54,44
ThermoParser,https://github.com/SMTG-Bham/ThermoParser,SMTG-Bham/ThermoParser,52,16
MOFDiff,https://github.com/microsoft/MOFDiff,microsoft/MOFDiff,51,7
pymatgen-db,https://github.com/materialsproject/pymatgen-db,materialsproject/pymatgen-db,51,40
MatDGL,https://github.com/huzongxiang/MatDGL,huzongxiang/MatDGL,51,12
sqsgenerator,https://github.com/dgehringer/sqsgenerator,dgehringer/sqsgenerator,50,12
nonrad,https://github.com/mturiansky/nonrad,mturiansky/nonrad,49,22
PaddleMaterials,https://github.com/PaddlePaddle/PaddleMaterials,PaddlePaddle/PaddleMaterials,49,6
mindscience,https://github.com/mindspore-ai/mindscience,mindspore-ai/mindscience,49,10
pMuTT,https://github.com/VlachosGroup/pMuTT,VlachosGroup/pMuTT,47,25
pseudo_dojo,https://github.com/abinit/pseudo_dojo,abinit/pseudo_dojo,46,37
M2Hub,https://github.com/yuanqidu/M2Hub,yuanqidu/M2Hub,46,6
ElementEmbeddings,https://github.com/WMD-group/ElementEmbeddings,WMD-group/ElementEmbeddings,44,4
PDynA,https://github.com/WMD-group/PDynA,WMD-group/PDynA,44,4
aimd,https://github.com/mogroupumd/aimd,mogroupumd/aimd,43,23
matextract-book,https://github.com/lamalab-org/matextract-book,lamalab-org/matextract-book,43,5
ai4materials,https://github.com/angeloziletti/ai4materials,angeloziletti/ai4materials,43,10
arpes,https://github.com/chstan/arpes,chstan/arpes,42,30
icsg3d,https://github.com/by256/icsg3d,by256/icsg3d,41,12
matbench-genmetrics,https://github.com/sparks-baird/matbench-genmetrics,sparks-baird/matbench-genmetrics,40,2
TBmodels,https://github.com/Z2PackDev/TBmodels,Z2PackDev/TBmodels,40,27
matpes,https://github.com/materialsvirtuallab/matpes,materialsvirtuallab/matpes,40,4
matten,https://github.com/wengroup/matten,wengroup/matten,39,6
MPContribs,https://github.com/materialsproject/MPContribs,materialsproject/MPContribs,39,24
CURATED-COFs,https://github.com/danieleongari/CURATED-COFs,danieleongari/CURATED-COFs,39,11
janus-core,https://github.com/stfc/janus-core,stfc/janus-core,38,13
dZiner,https://github.com/mehradans92/dZiner,mehradans92/dZiner,38,6
xtal2png,https://github.com/sparks-baird/xtal2png,sparks-baird/xtal2png,37,3
APEX,https://github.com/deepmodeling/APEX,deepmodeling/APEX,37,24
vasprun,https://github.com/MaterSim/vasprun,MaterSim/vasprun,37,15
pumml,https://github.com/ncfrey/pumml,ncfrey/pumml,37,13
scdp,https://github.com/kyonofx/scdp,kyonofx/scdp,36,12
surface-sampling,https://github.com/learningmatter-mit/surface-sampling,learningmatter-mit/surface-sampling,36,6
care,https://github.com/LopezGroup-ICIQ/care,LopezGroup-ICIQ/care,34,9
Xerus,https://github.com/pedrobcst/Xerus,pedrobcst/Xerus,34,8
PyRHEED,https://github.com/yux1991/PyRHEED,yux1991/PyRHEED,33,13
DebyeCalculator,https://github.com/FrederikLizakJohansen/DebyeCalculator,FrederikLizakJohansen/DebyeCalculator,33,8
OBELiX,https://github.com/NRC-Mila/OBELiX,NRC-Mila/OBELiX,33,7
pawpyseed,https://github.com/kylebystrom/pawpyseed,kylebystrom/pawpyseed,33,11
alchemical-mlip,https://github.com/learningmatter-mit/alchemical-mlip,learningmatter-mit/alchemical-mlip,32,6
garnetdnn,https://github.com/materialsvirtuallab/garnetdnn,materialsvirtuallab/garnetdnn,32,7
SynthesisSimilarity,https://github.com/CederGroupHub/SynthesisSimilarity,CederGroupHub/SynthesisSimilarity,31,4
BGWpy,https://github.com/BerkeleyGW/BGWpy,BerkeleyGW/BGWpy,31,15
PyTASER,https://github.com/WMD-group/PyTASER,WMD-group/PyTASER,31,6
pyGWBSE,https://github.com/cmdlab/pyGWBSE,cmdlab/pyGWBSE,30,12
scikit-nano,https://github.com/scikit-nano/scikit-nano,scikit-nano/scikit-nano,30,13
phononDoS_tutorial,https://github.com/ninarina12/phononDoS_tutorial,ninarina12/phononDoS_tutorial,30,8
pytopomat,https://github.com/ncfrey/pytopomat,ncfrey/pytopomat,30,13
mofchecker,https://github.com/lamalab-org/mofchecker,lamalab-org/mofchecker,30,5
pyrovskite,https://github.com/r2stanton/pyrovskite,r2stanton/pyrovskite,29,6
HamEPC,https://github.com/QuantumLab-ZY/HamEPC,QuantumLab-ZY/HamEPC,29,5
GEMDAT,https://github.com/GEMDAT-repos/GEMDAT,GEMDAT-repos/GEMDAT,29,4
py-sc-fermi,https://github.com/bjmorgan/py-sc-fermi,bjmorgan/py-sc-fermi,29,9
open_metal_detector,https://github.com/emmhald/open_metal_detector,emmhald/open_metal_detector,29,8
mof_screen,https://github.com/Andrew-S-Rosen/mof_screen,Andrew-S-Rosen/mof_screen,29,11
phonondos_e3nn,https://github.com/zhantaochen/phonondos_e3nn,zhantaochen/phonondos_e3nn,28,9
DiSPy,https://github.com/munrojm/DiSPy,munrojm/DiSPy,28,8
dftfit,https://github.com/costrouc/dftfit,costrouc/dftfit,27,9
skipatom,https://github.com/lantunes/skipatom,lantunes/skipatom,26,4
unlockNN,https://github.com/a-ws-m/unlockNN,a-ws-m/unlockNN,26,7
kMCpy,https://github.com/caneparesearch/kMCpy,caneparesearch/kMCpy,26,6
pySIPFENN,https://github.com/PhasesResearchLab/pySIPFENN,PhasesResearchLab/pySIPFENN,25,5
piro,https://github.com/TRI-AMDD/piro,TRI-AMDD/piro,25,9
mtransformer,https://github.com/usccolumbia/mtransformer,usccolumbia/mtransformer,25,5
dp-cdvae,https://github.com/trachote/dp-cdvae,trachote/dp-cdvae,25,5
CoRE-MOF-Tools,https://github.com/Chung-Research-Group/CoRE-MOF-Tools,Chung-Research-Group/CoRE-MOF-Tools,25,1
s4,https://github.com/CederGroupHub/s4,CederGroupHub/s4,25,7
mof-generation-at-scale,https://github.com/globus-labs/mof-generation-at-scale,globus-labs/mof-generation-at-scale,25,7
DenseGNN,https://github.com/dhw059/DenseGNN,dhw059/DenseGNN,24,7
MPWorks,https://github.com/materialsproject/MPWorks,materialsproject/MPWorks,24,24
automag,https://github.com/michelegalasso/automag,michelegalasso/automag,24,6
pymatgen-io-espresso,https://github.com/Griffin-Group/pymatgen-io-espresso,Griffin-Group/pymatgen-io-espresso,24,2
MatDeepLearn_DOS,https://github.com/vxfung/MatDeepLearn_DOS,vxfung/MatDeepLearn_DOS,24,10
vise,https://github.com/kumagai-group/vise,kumagai-group/vise,24,12
TransWorldNG,https://github.com/SACLabs/TransWorldNG,SACLabs/TransWorldNG,24,5
matex,https://github.com/learningmatter-mit/matex,learningmatter-mit/matex,23,1
pyphotonics,https://github.com/sheriftawfikabbas/pyphotonics,sheriftawfikabbas/pyphotonics,23,13
AugLiChem,https://github.com/BaratiLab/AugLiChem,BaratiLab/AugLiChem,23,4
cgcnn2,https://github.com/jcwang587/cgcnn2,jcwang587/cgcnn2,23,3
wavecar2unk,https://github.com/mturiansky/wavecar2unk,mturiansky/wavecar2unk,23,4
ct-UAE,https://github.com/fduabinitio/ct-UAE,fduabinitio/ct-UAE,23,5
htp_md,https://github.com/TRI-AMDD/htp_md,TRI-AMDD/htp_md,22,8
PACMAN-charge,https://github.com/Chung-Research-Group/PACMAN-charge,Chung-Research-Group/PACMAN-charge,22,2
twod_materials,https://github.com/ashtonmv/twod_materials,ashtonmv/twod_materials,22,16
MolTailor,https://github.com/SCIR-HI/MolTailor,SCIR-HI/MolTailor,22,2
ARROWS,https://github.com/njszym/ARROWS,njszym/ARROWS,21,3
ML-DFT,https://github.com/Ramprasad-Group/ML-DFT,Ramprasad-Group/ML-DFT,21,11
phonax,https://github.com/atomicarchitects/phonax,atomicarchitects/phonax,21,2
DWBuilder,https://github.com/mzkhalid039/DWBuilder,mzkhalid039/DWBuilder,21,3
mofstructure,https://github.com/bafgreat/mofstructure,bafgreat/mofstructure,21,0
3DSC,https://github.com/aimat-lab/3DSC,aimat-lab/3DSC,20,5
mse-machinelearning-notebooks,https://github.com/costrouc/mse-machinelearning-notebooks,costrouc/mse-machinelearning-notebooks,20,7
AdsorbDiff,https://github.com/AdeeshKolluru/AdsorbDiff,AdeeshKolluru/AdsorbDiff,20,0
secs,https://github.com/lamalab-org/secs,lamalab-org/secs,20,3
GraphDot,https://github.com/yhtang/GraphDot,yhtang/GraphDot,20,1
MEGNet_PyTorch,https://github.com/RomanovIgnat/MEGNet_PyTorch,RomanovIgnat/MEGNet_PyTorch,20,1
cdvae_xrd,https://github.com/gabeguo/cdvae_xrd,gabeguo/cdvae_xrd,20,3
crystal-gnn,https://github.com/hspark1212/crystal-gnn,hspark1212/crystal-gnn,20,3
xas-tools,https://github.com/atomisticnet/xas-tools,atomisticnet/xas-tools,19,4
VTAnDeM,https://github.com/ertekin-research-group/VTAnDeM,ertekin-research-group/VTAnDeM,19,6
materials-coord,https://github.com/hackingmaterials/materials-coord,hackingmaterials/materials-coord,19,7
lematerial-hasher,https://github.com/LeMaterial/lematerial-hasher,LeMaterial/lematerial-hasher,19,4
mi-book-2021,https://github.com/enze-chen/mi-book-2021,enze-chen/mi-book-2021,19,13
openlam,https://github.com/deepmodeling/openlam,deepmodeling/openlam,19,5
synthesis_planning_algorithm,https://github.com/dd-debug/synthesis_planning_algorithm,dd-debug/synthesis_planning_algorithm,19,2
phonon_prediction,https://github.com/RyotaroOKabe/phonon_prediction,RyotaroOKabe/phonon_prediction,19,1
OpenDFT,https://github.com/JannickWeisshaupt/OpenDFT,JannickWeisshaupt/OpenDFT,19,5
jaqpotpy,https://github.com/ntua-unit-of-control-and-informatics/jaqpotpy,ntua-unit-of-control-and-informatics/jaqpotpy,19,1
abitutorials,https://github.com/abinit/abitutorials,abinit/abitutorials,18,15
MatGAN,https://github.com/originofmatter/MatGAN,originofmatter/MatGAN,18,9
dlhub_examples,https://github.com/DLHub-Argonne/dlhub_examples,DLHub-Argonne/dlhub_examples,18,6
crysmmnet,https://github.com/kdmsit/crysmmnet,kdmsit/crysmmnet,18,1
veidt,https://github.com/materialsvirtuallab/veidt,materialsvirtuallab/veidt,18,9
site-analysis,https://github.com/bjmorgan/site-analysis,bjmorgan/site-analysis,18,4
siman,https://github.com/dimonaks/siman,dimonaks/siman,18,17
nanopore-adsorption-experiment,https://github.com/st4sd/nanopore-adsorption-experiment,st4sd/nanopore-adsorption-experiment,18,3
PeakPo,https://github.com/SHDShim/PeakPo,SHDShim/PeakPo,18,3
CoRE-MOF,https://github.com/coudertlab/CoRE-MOF,coudertlab/CoRE-MOF,18,0
maptool,https://github.com/haidi-ustc/maptool,haidi-ustc/maptool,17,11
abICS,https://github.com/issp-center-dev/abICS,issp-center-dev/abICS,17,9
crysxpp,https://github.com/kdmsit/crysxpp,kdmsit/crysxpp,17,7
MAELAS,https://github.com/pnieves2019/MAELAS,pnieves2019/MAELAS,17,6
curie_calculator,https://github.com/Volkov-da/curie_calculator,Volkov-da/curie_calculator,17,9
MAST,https://github.com/uw-cmg/MAST,uw-cmg/MAST,17,8
Advanced_Jobflow_Tutorial,https://github.com/JaGeo/Advanced_Jobflow_Tutorial,JaGeo/Advanced_Jobflow_Tutorial,17,4
AdaQSPR,https://github.com/luo-junyu/AdaQSPR,luo-junyu/AdaQSPR,17,0
OctaDist,https://github.com/OctaDist/OctaDist,OctaDist/OctaDist,16,5
interface_master,https://github.com/nmdl-mizo/interface_master,nmdl-mizo/interface_master,16,4
CraTENet,https://github.com/lantunes/CraTENet,lantunes/CraTENet,16,1
abcv,https://github.com/mturiansky/abcv,mturiansky/abcv,16,3
FCL,https://github.com/zhihou7/FCL,zhihou7/FCL,16,5
interface_stability,https://github.com/mogroupumd/interface_stability,mogroupumd/interface_stability,16,11
dfttk-2021,https://github.com/PhasesResearchLab/dfttk-2021,PhasesResearchLab/dfttk-2021,16,14
materialsUQ,https://github.com/usccolumbia/materialsUQ,usccolumbia/materialsUQ,16,3
BVlain,https://github.com/dembart/BVlain,dembart/BVlain,15,1
ParetoCSP,https://github.com/sadmanomee/ParetoCSP,sadmanomee/ParetoCSP,15,1
MOFNet,https://github.com/Matgen-project/MOFNet,Matgen-project/MOFNet,15,3
pymatgen-analysis-alloys,https://github.com/materialsproject/pymatgen-analysis-alloys,materialsproject/pymatgen-analysis-alloys,15,8
mcse,https://github.com/manny405/mcse,manny405/mcse,15,1
scythe,https://github.com/materials-data-facility/scythe,materials-data-facility/scythe,15,3
MetaEvent,https://github.com/Yueeeeeeee/MetaEvent,Yueeeeeeee/MetaEvent,15,2
CO2RR-inverse-design,https://github.com/szl666/CO2RR-inverse-design,szl666/CO2RR-inverse-design,15,4
BERTOS,https://github.com/usccolumbia/BERTOS,usccolumbia/BERTOS,14,4
cgcnndefect,https://github.com/mwitman1/cgcnndefect,mwitman1/cgcnndefect,14,6
pydefect_2d,https://github.com/kumagai-group/pydefect_2d,kumagai-group/pydefect_2d,14,4
chic,https://github.com/tcnicholas/chic,tcnicholas/chic,14,0
chggen,https://github.com/zhongpc/chggen,zhongpc/chggen,14,0
TutorialAtomate2Forcefields,https://github.com/JaGeo/TutorialAtomate2Forcefields,JaGeo/TutorialAtomate2Forcefields,14,1
aiida-kkr,https://github.com/JuDFTteam/aiida-kkr,JuDFTteam/aiida-kkr,14,10
construction_zone,https://github.com/lerandc/construction_zone,lerandc/construction_zone,14,5
MCRT,https://github.com/fmggggg/MCRT,fmggggg/MCRT,14,1
Hetero2d,https://github.com/cmdlab/Hetero2d,cmdlab/Hetero2d,13,3
LEAF,https://github.com/lrcfmd/LEAF,lrcfmd/LEAF,13,1
mi-book-2022,https://github.com/enze-chen/mi-book-2022,enze-chen/mi-book-2022,13,6
gallop,https://github.com/mspillman/gallop,mspillman/gallop,13,2
easyvasp,https://github.com/999938825/easyvasp,999938825/easyvasp,13,2
GBFS4MPPML,https://github.com/Songyosk/GBFS4MPPML,Songyosk/GBFS4MPPML,13,1
material-parsers,https://github.com/lfoppiano/material-parsers,lfoppiano/material-parsers,13,0
gemd-python,https://github.com/CitrineInformatics/gemd-python,CitrineInformatics/gemd-python,13,6
a2f,https://github.com/GitGreg228/a2f,GitGreg228/a2f,13,5
CatalysisHubBackend,https://github.com/SUNCAT-Center/CatalysisHubBackend,SUNCAT-Center/CatalysisHubBackend,13,11
BiCrystal,https://github.com/tilaskabengele/BiCrystal,tilaskabengele/BiCrystal,13,2
MPcat,https://github.com/espottesmith/MPcat,espottesmith/MPcat,13,3
InterOptimus,https://github.com/HouGroup/InterOptimus,HouGroup/InterOptimus,13,5
pymatgen-io-validation,https://github.com/materialsproject/pymatgen-io-validation,materialsproject/pymatgen-io-validation,13,3
aiida-gaussian,https://github.com/nanotech-empa/aiida-gaussian,nanotech-empa/aiida-gaussian,12,3
LLM_Hackathon_2024,https://github.com/kaueltzen/LLM_Hackathon_2024,kaueltzen/LLM_Hackathon_2024,12,1
gridrdf,https://github.com/CumbyLab/gridrdf,CumbyLab/gridrdf,12,3
equitrain,https://github.com/BAMeScience/equitrain,BAMeScience/equitrain,12,2
MatTools,https://github.com/Grenzlinie/MatTools,Grenzlinie/MatTools,12,1
puffin,https://github.com/qcscine/puffin,qcscine/puffin,12,0
AnisoNet,https://github.com/virtualatoms/AnisoNet,virtualatoms/AnisoNet,12,0
oxygen_vacancies_db,https://github.com/kumagai-group/oxygen_vacancies_db,kumagai-group/oxygen_vacancies_db,12,1
WFacer,https://github.com/CederGroupHub/WFacer,CederGroupHub/WFacer,12,1
mp-time-split,https://github.com/sparks-baird/mp-time-split,sparks-baird/mp-time-split,12,0
spyns,https://github.com/jkglasbrenner/spyns,jkglasbrenner/spyns,12,2
gvasp,https://github.com/Rasic2/gvasp,Rasic2/gvasp,12,3
trixs,https://github.com/TRI-AMDD/trixs,TRI-AMDD/trixs,12,10
amof,https://github.com/coudertlab/amof,coudertlab/amof,12,1
AdaptiveXRD,https://github.com/njszym/AdaptiveXRD,njszym/AdaptiveXRD,12,1
UVVIS,https://github.com/Songyosk/UVVIS,Songyosk/UVVIS,12,2
a2c_ase,https://github.com/abhijeetgangan/a2c_ase,abhijeetgangan/a2c_ase,11,1
MatAgent,https://github.com/Xiaobu-USTC/MatAgent,Xiaobu-USTC/MatAgent,11,0
SEI_builder,https://github.com/paolodeangelis/SEI_builder,paolodeangelis/SEI_builder,11,2
mdproptools,https://github.com/molmd/mdproptools,molmd/mdproptools,11,2
AlphaMat,https://github.com/CodingWZL/AlphaMat,CodingWZL/AlphaMat,11,2
machine-learning-the-voltage-of-electrode-materials,https://github.com/nissy-dev/machine-learning-the-voltage-of-electrode-materials,nissy-dev/machine-learning-the-voltage-of-electrode-materials,11,0
lematerial-fetcher,https://github.com/LeMaterial/lematerial-fetcher,LeMaterial/lematerial-fetcher,11,1
defects_workflow,https://github.com/ireaml/defects_workflow,ireaml/defects_workflow,11,1
TransMA,https://github.com/wklix/TransMA,wklix/TransMA,11,1
ALIGNN-BERT-TL-crystal,https://github.com/Jonathanlyj/ALIGNN-BERT-TL-crystal,Jonathanlyj/ALIGNN-BERT-TL-crystal,11,2
alloy2vec,https://github.com/peizong/alloy2vec,peizong/alloy2vec,11,5
neural-structure-field,https://github.com/omron-sinicx/neural-structure-field,omron-sinicx/neural-structure-field,11,0
qm9star_query,https://github.com/gentle1999/qm9star_query,gentle1999/qm9star_query,11,2
surfflow,https://github.com/fyalcin/surfflow,fyalcin/surfflow,11,7
mep,https://github.com/chc273/mep,chc273/mep,11,2
mrnet,https://github.com/BlauGroup/mrnet,BlauGroup/mrnet,11,9
tinnet,https://github.com/hlxin/tinnet,hlxin/tinnet,11,3
DART,https://github.com/pranavAL/DART,pranavAL/DART,11,0
CySecBERT,https://github.com/PEASEC/CySecBERT,PEASEC/CySecBERT,11,1
pymatgen-io-openmm,https://github.com/orionarcher/pymatgen-io-openmm,orionarcher/pymatgen-io-openmm,11,5
CBRdb,https://github.com/ELIFE-ASU/CBRdb,ELIFE-ASU/CBRdb,11,1
matgfn,https://github.com/flaviucipcigan/matgfn,flaviucipcigan/matgfn,11,1
defectpl,https://github.com/Shibu778/defectpl,Shibu778/defectpl,11,2
GraphCoarsening,https://github.com/Chen-Cai-OSU/GraphCoarsening,Chen-Cai-OSU/GraphCoarsening,11,1
pacmof,https://github.com/arung-northwestern/pacmof,arung-northwestern/pacmof,11,7
Ogre,https://github.com/Shuyangzero/Ogre,Shuyangzero/Ogre,10,1
QD4CSP,https://github.com/adaptive-intelligent-robotics/QD4CSP,adaptive-intelligent-robotics/QD4CSP,10,1
dfttk,https://github.com/PhasesResearchLab/dfttk,PhasesResearchLab/dfttk,10,6
mof-adsorbate-initializer,https://github.com/Andrew-S-Rosen/mof-adsorbate-initializer,Andrew-S-Rosen/mof-adsorbate-initializer,10,5
code-snippets,https://github.com/IMTEK-Simulation/code-snippets,IMTEK-Simulation/code-snippets,10,7
CRYSTALClear,https://github.com/crystaldevs/CRYSTALClear,crystaldevs/CRYSTALClear,10,6
PaulingPublication,https://github.com/JaGeo/PaulingPublication,JaGeo/PaulingPublication,10,2
sustainability,https://github.com/insilicomedicine/sustainability,insilicomedicine/sustainability,10,0
ARCHIVED-dfttk-20210211,https://github.com/PhasesResearchLab/ARCHIVED-dfttk-20210211,PhasesResearchLab/ARCHIVED-dfttk-20210211,10,6
CoREMOF_tools,https://github.com/sxm13/CoREMOF_tools,sxm13/CoREMOF_tools,10,3
gibbsml,https://github.com/atomisticnet/gibbsml,atomisticnet/gibbsml,10,3
CCS,https://github.com/Teoroo-CMC/CCS,Teoroo-CMC/CCS,10,11
Electronegativity-Under-Pressure,https://github.com/GCaptainNemo/Electronegativity-Under-Pressure,GCaptainNemo/Electronegativity-Under-Pressure,10,1
VOID,https://github.com/learningmatter-mit/VOID,learningmatter-mit/VOID,10,9
pypi-to-spack-package,https://github.com/spack/pypi-to-spack-package,spack/pypi-to-spack-package,10,4
TransLNP,https://github.com/wklix/TransLNP,wklix/TransLNP,10,0
CrystalGNNs,https://github.com/matbench-submission-coGN/CrystalGNNs,matbench-submission-coGN/CrystalGNNs,10,3
torch-m3gnet,https://github.com/lan496/torch-m3gnet,lan496/torch-m3gnet,10,0
pylattica,https://github.com/mcgalcode/pylattica,mcgalcode/pylattica,10,2
pengWann,https://github.com/PatrickJTaylor/pengWann,PatrickJTaylor/pengWann,10,1
CrySPR,https://github.com/Tosykie/CrySPR,Tosykie/CrySPR,10,0
precomplex_generator,https://github.com/basf/precomplex_generator,basf/precomplex_generator,10,4
ABACUS-Pseudopot-Nao-Square,https://github.com/kirk0830/ABACUS-Pseudopot-Nao-Square,kirk0830/ABACUS-Pseudopot-Nao-Square,10,5
OpenGLaDOS,https://github.com/QuantumChemist/OpenGLaDOS,QuantumChemist/OpenGLaDOS,10,0
