full_name,repo_url,owner_repo,stars,forks
opencv-2024,https://github.com/peter2317238492/opencv-2024,peter2317238492/opencv-2024,0,0
Fe_alloy_GPR,https://github.com/jingsk/Fe_alloy_GPR,jingsk/Fe_alloy_GPR,0,0
Assignments-Projects,https://github.com/ImranSeven/Assignments-Projects,ImranSeven/Assignments-Projects,0,0
CoPirate,https://github.com/carissacullen/CoPirate,carissacullen/CoPirate,0,0
aiida-impuritysupercellconv,https://github.com/positivemuon/aiida-impuritysupercellconv,positivemuon/aiida-impuritysupercellconv,0,1
curie,https://github.com/m-k-S/curie,m-k-S/curie,0,0
deepatom,https://github.com/selvachandrasekaranselvaraj/deepatom,selvachandrasekaranselvaraj/deepatom,0,0
Model,https://github.com/TechShtormHackaton/Model,TechShtormHackaton/Model,0,0
MEGnet-BTP,https://github.com/SAI-ADITY-A/MEGnet-BTP,SAI-ADITY-A/MEGnet-BTP,0,0
xaelAi,https://github.com/traverseda/xaelAi,traverseda/xaelAi,0,0
Crystal_Language,https://github.com/Lanford2024/Crystal_Language,Lanford2024/Crystal_Language,0,0
Image-Captioning,https://github.com/axkk/Image-Captioning,axkk/Image-Captioning,0,0
DeeperBand,https://github.com/ljcj007/DeeperBand,ljcj007/DeeperBand,0,0
WABgen,https://github.com/ovillegasb/WABgen,ovillegasb/WABgen,0,0
diep,https://github.com/materialsalchemist/diep,materialsalchemist/diep,0,1
pymatgen-io-mp_archival,https://github.com/esoteric-ephemera/pymatgen-io-mp_archival,esoteric-ephemera/pymatgen-io-mp_archival,0,0
topas_tools,https://github.com/DarioLewczyk/topas_tools,DarioLewczyk/topas_tools,0,0
LUPI-Material-Properties-Prediction,https://github.com/enghock1/LUPI-Material-Properties-Prediction,enghock1/LUPI-Material-Properties-Prediction,0,0
RAGchat,https://github.com/rartzi/RAGchat,rartzi/RAGchat,0,1
roboticsUI,https://github.com/D3TaLES/roboticsUI,D3TaLES/roboticsUI,0,0
labtools,https://github.com/userleaf/labtools,userleaf/labtools,0,0
my-structure-info-app-webpage,https://github.com/wyy-py/my-structure-info-app-webpage,wyy-py/my-structure-info-app-webpage,0,0
build-and-push,https://github.com/ricardonpa/build-and-push,ricardonpa/build-and-push,0,0
aiida-dmrg,https://github.com/nanotech-empa/aiida-dmrg,nanotech-empa/aiida-dmrg,0,0
shore,https://github.com/geonda/shore,geonda/shore,0,0
ffopt,https://github.com/akvatol/ffopt,akvatol/ffopt,0,1
openmx-wf_modified,https://github.com/AngusHsuPhys/openmx-wf_modified,AngusHsuPhys/openmx-wf_modified,0,0
gt4sd-core,https://github.com/elzinga-ibm-research/gt4sd-core,elzinga-ibm-research/gt4sd-core,0,0
Hybrid-solvating-electrolytes-for-practical-sodium-metal-batteries,https://github.com/acctouhou/Hybrid-solvating-electrolytes-for-practical-sodium-metal-batteries,acctouhou/Hybrid-solvating-electrolytes-for-practical-sodium-metal-batteries,0,0
MEMT680-Project-,https://github.com/ft337/MEMT680-Project-,ft337/MEMT680-Project-,0,0
Unlabeled_EMG_Feature_Extraction,https://github.com/HerrXu01/Unlabeled_EMG_Feature_Extraction,HerrXu01/Unlabeled_EMG_Feature_Extraction,0,0
Interactive_Molecules,https://github.com/hyuqing11/Interactive_Molecules,hyuqing11/Interactive_Molecules,0,0
demo-QA,https://github.com/breadbread1984/demo-QA,breadbread1984/demo-QA,0,0
SamplingIon-Insertion,https://github.com/ovillegasb/SamplingIon-Insertion,ovillegasb/SamplingIon-Insertion,0,0
xraypro-web,https://github.com/AI4ChemS/xraypro-web,AI4ChemS/xraypro-web,0,0
DataScience_MSF_CDMA,https://github.com/beritzellerplumhoff/DataScience_MSF_CDMA,beritzellerplumhoff/DataScience_MSF_CDMA,0,0
metrics_pipeline,https://github.com/E-Veillon/metrics_pipeline,E-Veillon/metrics_pipeline,0,0
CalculationExtract,https://github.com/Chen-Zi-Yi/CalculationExtract,Chen-Zi-Yi/CalculationExtract,0,0
bohr_app_pfd,https://github.com/ruoyuwang1995nya/bohr_app_pfd,ruoyuwang1995nya/bohr_app_pfd,0,0
Prompt_optimization_polymer_electrolytes,https://github.com/bhattadeb34/Prompt_optimization_polymer_electrolytes,bhattadeb34/Prompt_optimization_polymer_electrolytes,0,0
H-DB,https://github.com/Gyuri39/H-DB,Gyuri39/H-DB,0,0
molecular_mass_calculator,https://github.com/aqsa5480/molecular_mass_calculator,aqsa5480/molecular_mass_calculator,0,0
ASL_app,https://github.com/Gauravsaxena816/ASL_app,Gauravsaxena816/ASL_app,0,0
PRDF-CP2K-LAMMPS,https://github.com/bracerino/PRDF-CP2K-LAMMPS,bracerino/PRDF-CP2K-LAMMPS,0,0
CLAMM,https://github.com/ertekin-research-group/CLAMM,ertekin-research-group/CLAMM,0,0
SkylineRAG,https://github.com/DAISYzxy/SkylineRAG,DAISYzxy/SkylineRAG,0,0
XRDReaderMk4,https://github.com/861360455/XRDReaderMk4,861360455/XRDReaderMk4,0,0
Dr.XAS,https://github.com/XufanLU/Dr.XAS,XufanLU/Dr.XAS,0,1
plot_fatbands,https://github.com/rahmlab/plot_fatbands,rahmlab/plot_fatbands,0,0
Medical-Chatbot,https://github.com/Arijeet-10/Medical-Chatbot,Arijeet-10/Medical-Chatbot,0,0
SimulatedAnnealingLinkerMOF,https://github.com/HoferLab/SimulatedAnnealingLinkerMOF,HoferLab/SimulatedAnnealingLinkerMOF,0,0
pourbaix,https://github.com/cefj3002/pourbaix,cefj3002/pourbaix,0,0
thermoelectrics,https://github.com/anilkunwar/thermoelectrics,anilkunwar/thermoelectrics,0,0
LithiumVision,https://github.com/roy823/LithiumVision,roy823/LithiumVision,0,1
fairchem,https://github.com/Somanhussain/fairchem,Somanhussain/fairchem,0,0
topo_diffusion,https://github.com/IMSS-Lab/topo_diffusion,IMSS-Lab/topo_diffusion,0,3
confluence-to-gdrive,https://github.com/yoomlam/confluence-to-gdrive,yoomlam/confluence-to-gdrive,0,0
actiongraph-testbench,https://github.com/8bitsam/actiongraph-testbench,8bitsam/actiongraph-testbench,0,0
intergen,https://github.com/SiliconScientist/intergen,SiliconScientist/intergen,0,0
qc-configurational-analysis,https://github.com/NQCC-Official/qc-configurational-analysis,NQCC-Official/qc-configurational-analysis,0,1
slab_creator,https://github.com/KazemZh/slab_creator,KazemZh/slab_creator,0,0
Level_Up,https://github.com/wensley-rushing/Level_Up,wensley-rushing/Level_Up,0,0
xai_band_gap,https://github.com/masudataichi/xai_band_gap,masudataichi/xai_band_gap,0,0
Cluster_Finder,https://github.com/RajbanulAkhond/Cluster_Finder,RajbanulAkhond/Cluster_Finder,0,0
494Project,https://github.com/jzatz2/494Project,jzatz2/494Project,0,0
Applications,https://github.com/Gaia-Q-High-Performance-Computing/Applications,Gaia-Q-High-Performance-Computing/Applications,0,0
FFKL,https://github.com/tyvanzou/FFKL,tyvanzou/FFKL,0,0
crystal_prediction,https://github.com/zuiguo11/crystal_prediction,zuiguo11/crystal_prediction,0,1
Novel_Ionizable_Lipid_Generation,https://github.com/aniruddhaiyengar/Novel_Ionizable_Lipid_Generation,aniruddhaiyengar/Novel_Ionizable_Lipid_Generation,0,0
GrooveMat,https://github.com/isaac-perez7053/GrooveMat,isaac-perez7053/GrooveMat,0,1
LLMatDesign-Spring-2025,https://github.com/gabash23/LLMatDesign-Spring-2025,gabash23/LLMatDesign-Spring-2025,0,0
NanoZyme-Agent,https://github.com/yangmutian/NanoZyme-Agent,yangmutian/NanoZyme-Agent,0,0
atomic-graph-partitioning,https://github.com/jaeheonshim/atomic-graph-partitioning,jaeheonshim/atomic-graph-partitioning,0,0
FuzzyQD_2.0,https://github.com/nlesc-nano/FuzzyQD_2.0,nlesc-nano/FuzzyQD_2.0,0,1
q2D-Materials,https://github.com/westrangeloops/q2D-Materials,westrangeloops/q2D-Materials,0,0
peak_detection,https://github.com/uw-cmg/peak_detection,uw-cmg/peak_detection,0,1
supercell_maker,https://github.com/H6rst0n/supercell_maker,H6rst0n/supercell_maker,0,0
Catalysis,https://github.com/Sampa-USP/Catalysis,Sampa-USP/Catalysis,0,0
aiida-atoms,https://github.com/bonan-group/aiida-atoms,bonan-group/aiida-atoms,0,0
abipy,https://github.com/GkAntonius/abipy,GkAntonius/abipy,0,0
QD_Builder,https://github.com/nlesc-nano/QD_Builder,nlesc-nano/QD_Builder,0,0
Kimera_SWM-Codex,https://github.com/IdirBenSlama/Kimera_SWM-Codex,IdirBenSlama/Kimera_SWM-Codex,0,0
py4DSTEM,https://github.com/LBEM-CH/py4DSTEM,LBEM-CH/py4DSTEM,0,0
ocp,https://github.com/arturtoshev/ocp,arturtoshev/ocp,0,0
Ensemble-FF-Fit,https://github.com/Q-CAD/Ensemble-FF-Fit,Q-CAD/Ensemble-FF-Fit,0,0
SOC,https://github.com/nlesc-nano/SOC,nlesc-nano/SOC,0,0
maggma,https://github.com/rkingsbury/maggma,rkingsbury/maggma,0,0
GUI-point-defects,https://github.com/bracerino/GUI-point-defects,bracerino/GUI-point-defects,0,0
goldilocks_kpoints,https://github.com/stfc/goldilocks_kpoints,stfc/goldilocks_kpoints,0,1
xraylarch,https://github.com/maurov/xraylarch,maurov/xraylarch,0,1
stb-suite,https://github.com/bastoscmo/stb-suite,bastoscmo/stb-suite,0,0
icsd_toolkit,https://github.com/esoteric-ephemera/icsd_toolkit,esoteric-ephemera/icsd_toolkit,0,0
graph-id-db,https://github.com/kmu/graph-id-db,kmu/graph-id-db,0,0
atomsplot,https://github.com/Enry99/atomsplot,Enry99/atomsplot,0,0
web-conexs-app,https://github.com/DiamondLightSource/web-conexs-app,DiamondLightSource/web-conexs-app,0,0
kim-tools,https://github.com/openkim/kim-tools,openkim/kim-tools,0,1
NEBula,https://github.com/badw/NEBula,badw/NEBula,0,0
rare_earth_cluster_chatbot,https://github.com/unkowned-W/rare_earth_cluster_chatbot,unkowned-W/rare_earth_cluster_chatbot,0,0
DFT,https://github.com/ChenHongBo0420/DFT,ChenHongBo0420/DFT,0,0
BandStructureProj,https://github.com/WyattBunstine/BandStructureProj,WyattBunstine/BandStructureProj,0,0
freeflow,https://github.com/vir-k01/freeflow,vir-k01/freeflow,0,0
ase-flow,https://github.com/wch3n/ase-flow,wch3n/ase-flow,0,0
jax-md,https://github.com/hixio-mh/jax-md,hixio-mh/jax-md,0,0
Autonomous-Materials-Discovery-,https://github.com/RishavIITK22/Autonomous-Materials-Discovery-,RishavIITK22/Autonomous-Materials-Discovery-,0,0
maml,https://github.com/exalearn/maml,exalearn/maml,0,0
dpdata,https://github.com/exalearn/dpdata,exalearn/dpdata,0,0
GNN_for_materials_1,https://github.com/NikLaz25/GNN_for_materials_1,NikLaz25/GNN_for_materials_1,0,0
fairchem_q,https://github.com/hongmoxian/fairchem_q,hongmoxian/fairchem_q,0,0
SASA_research_2025,https://github.com/hyeincho12/SASA_research_2025,hyeincho12/SASA_research_2025,0,0
mattermake,https://github.com/anoopkcn/mattermake,anoopkcn/mattermake,0,0
MLWaterHarvesting,https://github.com/giuliobarl/MLWaterHarvesting,giuliobarl/MLWaterHarvesting,0,0
MaterialsPrediction,https://github.com/Demi0420/MaterialsPrediction,Demi0420/MaterialsPrediction,0,0
MatGen,https://github.com/rashmiiiii/MatGen,rashmiiiii/MatGen,0,0
for_evaluation,https://github.com/saiddddd/for_evaluation,saiddddd/for_evaluation,0,0
SDC,https://github.com/c1375/SDC,c1375/SDC,0,0
flexmof-lammps-interface,https://github.com/livaschar/flexmof-lammps-interface,livaschar/flexmof-lammps-interface,0,0
Discovery-of-Magnetic-Materials-through-Artificial-Intelligence-and-Machine-Learning-techniques,https://github.com/Opara19/Discovery-of-Magnetic-Materials-through-Artificial-Intelligence-and-Machine-Learning-techniques,Opara19/Discovery-of-Magnetic-Materials-through-Artificial-Intelligence-and-Machine-Learning-techniques,0,0
mapidoc,https://github.com/victory2016/mapidoc,victory2016/mapidoc,0,0
esm-rism,https://github.com/minoru-otani/esm-rism,minoru-otani/esm-rism,0,0
Chemical_Reaction_Predictor,https://github.com/Tsimech2000/Chemical_Reaction_Predictor,Tsimech2000/Chemical_Reaction_Predictor,0,0
structure-descriptor-visualizer,https://github.com/bracerino/structure-descriptor-visualizer,bracerino/structure-descriptor-visualizer,0,0
AiSuan,https://github.com/Atlantider/AiSuan,Atlantider/AiSuan,0,0
MatEnsemble,https://github.com/Q-CAD/MatEnsemble,Q-CAD/MatEnsemble,0,1
BoardProject,https://github.com/Keka17/BoardProject,Keka17/BoardProject,0,0
pyarrow_dataset,https://github.com/Jona210399/pyarrow_dataset,Jona210399/pyarrow_dataset,0,0
GNoME,https://github.com/MiguelGamezL/GNoME,MiguelGamezL/GNoME,0,0
nomad-ICSP,https://github.com/ICSP-LKS/nomad-ICSP,ICSP-LKS/nomad-ICSP,0,0
code_visualizer,https://github.com/codesbya8h1/code_visualizer,codesbya8h1/code_visualizer,0,0
CRYSTAL_input_gen,https://github.com/n-deveaux/CRYSTAL_input_gen,n-deveaux/CRYSTAL_input_gen,0,0
crystalsizer3d,https://github.com/Shape4PPD/crystalsizer3d,Shape4PPD/crystalsizer3d,0,0
B8_project,https://github.com/joeEndacott/B8_project,joeEndacott/B8_project,0,0
NLHE_Database,https://github.com/jwzhukevin/NLHE_Database,jwzhukevin/NLHE_Database,0,0
ml_python_apps,https://github.com/Dmitry-Lisitsyn/ml_python_apps,Dmitry-Lisitsyn/ml_python_apps,0,0
MOFh6,https://github.com/lzhzzzzwill/MOFh6,lzhzzzzwill/MOFh6,0,0
WatermarkForge,https://github.com/AbhivirSingh/WatermarkForge,AbhivirSingh/WatermarkForge,0,0
ParetoCSP2,https://github.com/usccolumbia/ParetoCSP2,usccolumbia/ParetoCSP2,0,1
torchsim-hepba,https://github.com/MKPBattery/torchsim-hepba,MKPBattery/torchsim-hepba,0,0
board,https://github.com/happys14/board,happys14/board,0,0
AI_project,https://github.com/Vress0/AI_project,Vress0/AI_project,0,0
carla_stage_manger,https://github.com/hosfeldli/carla_stage_manger,hosfeldli/carla_stage_manger,0,0
covalent,https://github.com/EchoCog/covalent,EchoCog/covalent,0,0
MatMMFuse,https://github.com/AbhiroopBhattacharya/MatMMFuse,AbhiroopBhattacharya/MatMMFuse,0,1
isomode,https://github.com/mailhexu/isomode,mailhexu/isomode,0,1
Semiconductor,https://github.com/AI-and-Semiconductor-Technology-Lab/Semiconductor,AI-and-Semiconductor-Technology-Lab/Semiconductor,0,0
LiIonConductivityGraphs,https://github.com/dmchaffi/LiIonConductivityGraphs,dmchaffi/LiIonConductivityGraphs,0,1
vdwp,https://github.com/vitroid/vdwp,vitroid/vdwp,0,0
ece6254-project,https://github.com/nimashoghi/ece6254-project,nimashoghi/ece6254-project,0,0
CrystalClassification,https://github.com/mylesgrxnt/CrystalClassification,mylesgrxnt/CrystalClassification,0,0
ML-PCH,https://github.com/IonRepo/ML-PCH,IonRepo/ML-PCH,0,0
egap-qnn-mlp,https://github.com/Mukul596-svg/egap-qnn-mlp,Mukul596-svg/egap-qnn-mlp,0,0
Uni-Gen,https://github.com/wink1e/Uni-Gen,wink1e/Uni-Gen,0,0
easyXRD,https://github.com/MehmetTopsakal/easyXRD,MehmetTopsakal/easyXRD,0,0
segnn,https://github.com/circee/segnn,circee/segnn,0,0
LLMatDesign,https://github.com/ianwilson97/LLMatDesign,ianwilson97/LLMatDesign,0,0
dft-sync,https://github.com/SiliconScientist/dft-sync,SiliconScientist/dft-sync,0,0
sc25-agentic-mof-workflow,https://github.com/proxystore/sc25-agentic-mof-workflow,proxystore/sc25-agentic-mof-workflow,0,0
JPSI_XAFS_Workshop,https://github.com/nmarcella/JPSI_XAFS_Workshop,nmarcella/JPSI_XAFS_Workshop,0,0
pyiron_workflow_vasp,https://github.com/ligerzero-ai/pyiron_workflow_vasp,ligerzero-ai/pyiron_workflow_vasp,0,0
Reticular-Material-Discovery,https://github.com/geetheswar-v/Reticular-Material-Discovery,geetheswar-v/Reticular-Material-Discovery,0,0
mbe-automation,https://github.com/modrzejewski/mbe-automation,modrzejewski/mbe-automation,0,0
xrdlicious-peak-match,https://github.com/bracerino/xrdlicious-peak-match,bracerino/xrdlicious-peak-match,0,0
findmagsym,https://github.com/yuanlinding/findmagsym,yuanlinding/findmagsym,0,0
xtal_lego,https://github.com/MaterSim/xtal_lego,MaterSim/xtal_lego,0,0
HouseRocket_Insights,https://github.com/erickfog/HouseRocket_Insights,erickfog/HouseRocket_Insights,0,0
ga-tech-workshop,https://github.com/CitrineInformatics/ga-tech-workshop,CitrineInformatics/ga-tech-workshop,0,4
TrajectoryTools,https://github.com/ChrisDavi3s/TrajectoryTools,ChrisDavi3s/TrajectoryTools,0,0
MineralPhysics,https://github.com/jakeacquadro/MineralPhysics,jakeacquadro/MineralPhysics,0,0
VibraNT,https://github.com/ninarina12/VibraNT,ninarina12/VibraNT,0,0
material-project,https://github.com/volyachka/material-project,volyachka/material-project,0,0
compare_geoms,https://github.com/kumaranu/compare_geoms,kumaranu/compare_geoms,0,1
plastic-crystal-predictor,https://github.com/badw/plastic-crystal-predictor,badw/plastic-crystal-predictor,0,0
DeltaSpinKit,https://github.com/caizefeng/DeltaSpinKit,caizefeng/DeltaSpinKit,0,0
crystal-gnn-pyg,https://github.com/hspark1212/crystal-gnn-pyg,hspark1212/crystal-gnn-pyg,0,1
PACMANCharge_web,https://github.com/sxm13/PACMANCharge_web,sxm13/PACMANCharge_web,0,0
PT-app,https://github.com/DGLadha/PT-app,DGLadha/PT-app,0,0
CAGSTGMN,https://github.com/tsimiho/CAGSTGMN,tsimiho/CAGSTGMN,0,0
gColabNotebooks,https://github.com/p14c31355/gColabNotebooks,p14c31355/gColabNotebooks,0,0
Lab,https://github.com/lakhanlaldft/Lab,lakhanlaldft/Lab,0,0
PrEnergy,https://github.com/m-v-arruda/PrEnergy,m-v-arruda/PrEnergy,0,0
TomatoDiseaseClassificationDetection,https://github.com/suryachand2k1/TomatoDiseaseClassificationDetection,suryachand2k1/TomatoDiseaseClassificationDetection,0,0
CoGN_PyG,https://github.com/vedant-kodolkar/CoGN_PyG,vedant-kodolkar/CoGN_PyG,0,0
singing-materials-online,https://github.com/NU-CEM/singing-materials-online,NU-CEM/singing-materials-online,0,0
StructurePrompting,https://github.com/nguyennd9192/StructurePrompting,nguyennd9192/StructurePrompting,0,0
DigitalBeamline,https://github.com/AI-multimodal/DigitalBeamline,AI-multimodal/DigitalBeamline,0,0
polyflexmd,https://github.com/RikiTikkiTavi/polyflexmd,RikiTikkiTavi/polyflexmd,0,0
atomate-CRD,https://github.com/mbagheri20/atomate-CRD,mbagheri20/atomate-CRD,0,0
Eliashberg,https://github.com/TheoWeinberger/Eliashberg,TheoWeinberger/Eliashberg,0,0
ionic-sub-RS,https://github.com/jnbrodrigues/ionic-sub-RS,jnbrodrigues/ionic-sub-RS,0,0
Single-Cell-Perturbations-dl-project,https://github.com/antoniibelyshev/Single-Cell-Perturbations-dl-project,antoniibelyshev/Single-Cell-Perturbations-dl-project,0,0
aiidalab-qe-muon,https://github.com/aiidalab/aiidalab-qe-muon,aiidalab/aiidalab-qe-muon,0,2
struct-searcher,https://github.com/t-iwamura/struct-searcher,t-iwamura/struct-searcher,0,0
cdvae-replica,https://github.com/packer-jp/cdvae-replica,packer-jp/cdvae-replica,0,0
crystal_band_gap,https://github.com/mdhyaksa/crystal_band_gap,mdhyaksa/crystal_band_gap,0,0
Material_Attention_Network,https://github.com/lllangWV/Material_Attention_Network,lllangWV/Material_Attention_Network,0,0
BlockMed,https://github.com/an4Clar4/BlockMed,an4Clar4/BlockMed,0,1
nomad,https://github.com/northvolt/nomad,northvolt/nomad,0,0
isdpainn,https://github.com/nmdl-mizo/isdpainn,nmdl-mizo/isdpainn,0,0
auto-electrocatalyst-discovery,https://github.com/aced-differentiate/auto-electrocatalyst-discovery,aced-differentiate/auto-electrocatalyst-discovery,0,0
model_dielectric,https://github.com/uw-cmg/model_dielectric,uw-cmg/model_dielectric,0,0
model_debyeT_aflow,https://github.com/uw-cmg/model_debyeT_aflow,uw-cmg/model_debyeT_aflow,0,0
ChemAPI,https://github.com/remiBoudreau/ChemAPI,remiBoudreau/ChemAPI,0,0
dash-fastapi-public,https://github.com/nrdavid/dash-fastapi-public,nrdavid/dash-fastapi-public,0,0
RGNN,https://github.com/hustmeng/RGNN,hustmeng/RGNN,0,0
ArtiSAN_Clean,https://github.com/Jotels/ArtiSAN_Clean,Jotels/ArtiSAN_Clean,0,1
topaspy,https://github.com/tom-wood/topaspy,tom-wood/topaspy,0,0
DiabetesPredictionApp,https://github.com/ifylala/DiabetesPredictionApp,ifylala/DiabetesPredictionApp,0,0
dflow-galaxy,https://github.com/link89/dflow-galaxy,link89/dflow-galaxy,0,2
dftutils,https://github.com/Alexandre-M-Silva/dftutils,Alexandre-M-Silva/dftutils,0,0
COGITO_COHP,https://github.com/olipemil/COGITO_COHP,olipemil/COGITO_COHP,0,0
teaching-student-strategy,https://github.com/A-zhudong/teaching-student-strategy,A-zhudong/teaching-student-strategy,0,0
EwaldThis,https://github.com/smarwin/EwaldThis,smarwin/EwaldThis,0,0
435,https://github.com/originalmaker123/435,originalmaker123/435,0,0
mol,https://github.com/wladerer/mol,wladerer/mol,0,0
ocp_poetry,https://github.com/nyakiri0726/ocp_poetry,nyakiri0726/ocp_poetry,0,0
predict_properties,https://github.com/antonf-ekb/predict_properties,antonf-ekb/predict_properties,0,0
MaterialsSearching,https://github.com/DCChemistry/MaterialsSearching,DCChemistry/MaterialsSearching,0,1
dnaZymeWeb,https://github.com/GenerativeMolMachines/dnaZymeWeb,GenerativeMolMachines/dnaZymeWeb,0,0
django-porto,https://github.com/aakmalf/django-porto,aakmalf/django-porto,0,0
Python-Programming-Fundamentals,https://github.com/MichaelAPC04/Python-Programming-Fundamentals,MichaelAPC04/Python-Programming-Fundamentals,0,0
xsam,https://github.com/mikmaksi/xsam,mikmaksi/xsam,0,0
band-gaps,https://github.com/m-k-S/band-gaps,m-k-S/band-gaps,0,0
GenerativeModels,https://github.com/CibranLopez/GenerativeModels,CibranLopez/GenerativeModels,0,0
aiida-aimall,https://github.com/kmlefran/aiida-aimall,kmlefran/aiida-aimall,0,0
nomad-parser-plugin-abacus,https://github.com/nomad-coe/nomad-parser-plugin-abacus,nomad-coe/nomad-parser-plugin-abacus,0,0
pseudodojo,https://github.com/PseudoDojo/pseudodojo,PseudoDojo/pseudodojo,0,0
dfml-alter,https://github.com/ahao121388/dfml-alter,ahao121388/dfml-alter,0,0
deftpy2,https://github.com/ethannussinov/deftpy2,ethannussinov/deftpy2,0,1
aiida-vasp,https://github.com/greschd/aiida-vasp,greschd/aiida-vasp,0,0
graph_id_supp_info,https://github.com/kmu/graph_id_supp_info,kmu/graph_id_supp_info,0,0
AlumSphere,https://github.com/manipta/AlumSphere,manipta/AlumSphere,0,0
dlio_ml_workloads,https://github.com/kaushikvelusamy/dlio_ml_workloads,kaushikvelusamy/dlio_ml_workloads,0,0
pid_PORMAKE,https://github.com/SanggyuChong/pid_PORMAKE,SanggyuChong/pid_PORMAKE,0,0
r4-project,https://github.com/epfl-theos/r4-project,epfl-theos/r4-project,0,0
material_calc,https://github.com/souliot/material_calc,souliot/material_calc,0,0
humanactivityrecognition_portfolio,https://github.com/rakawanegan/humanactivityrecognition_portfolio,rakawanegan/humanactivityrecognition_portfolio,0,0
tinnet_website,https://github.com/SaiNikhita/tinnet_website,SaiNikhita/tinnet_website,0,0
CGCNN_4_binding_energy,https://github.com/AtrCheema/CGCNN_4_binding_energy,AtrCheema/CGCNN_4_binding_energy,0,0
gnn-nas,https://github.com/ojimenezn/gnn-nas,ojimenezn/gnn-nas,0,0
singularity-requirements,https://github.com/andy-bridger/singularity-requirements,andy-bridger/singularity-requirements,0,0
teaching_ds_2023,https://github.com/beritzellerplumhoff/teaching_ds_2023,beritzellerplumhoff/teaching_ds_2023,0,0
RAC-models,https://github.com/MihirJagtap/RAC-models,MihirJagtap/RAC-models,0,0
phiddle,https://github.com/MingChiangChang/phiddle,MingChiangChang/phiddle,0,0
suballoy,https://github.com/danielcieslinski/suballoy,danielcieslinski/suballoy,0,0
CALYPSO-kit,https://github.com/ICCMS-CALYPSO/CALYPSO-kit,ICCMS-CALYPSO/CALYPSO-kit,0,1
BPNN,https://github.com/y1u0d2a1i/BPNN,y1u0d2a1i/BPNN,0,0
pyPhaseLabel,https://github.com/MingChiangChang/pyPhaseLabel,MingChiangChang/pyPhaseLabel,0,0
BudgetAnalyzer,https://github.com/amrambouskila/BudgetAnalyzer,amrambouskila/BudgetAnalyzer,0,0
ActiveStructOpt,https://github.com/Fung-Lab/ActiveStructOpt,Fung-Lab/ActiveStructOpt,0,5
mat-sim-apps,https://github.com/t-iwamura/mat-sim-apps,t-iwamura/mat-sim-apps,0,0
closed-loop-acceleration-benchmarks,https://github.com/aced-differentiate/closed-loop-acceleration-benchmarks,aced-differentiate/closed-loop-acceleration-benchmarks,0,1
HackingMaterialsUI,https://github.com/zhaoqiwang1997/HackingMaterialsUI,zhaoqiwang1997/HackingMaterialsUI,0,0
FDI-BO,https://github.com/elfedwa/FDI-BO,elfedwa/FDI-BO,0,0
auto-vasper,https://github.com/irumeria/auto-vasper,irumeria/auto-vasper,0,0
magmatdb,https://github.com/shdejavu/magmatdb,shdejavu/magmatdb,0,0
aiida_core,https://github.com/greschd/aiida_core,greschd/aiida_core,0,0
pycrystallography,https://github.com/kvmani/pycrystallography,kvmani/pycrystallography,0,0
Ternary-Metal-Nitrides-Research,https://github.com/ayieko168/Ternary-Metal-Nitrides-Research,ayieko168/Ternary-Metal-Nitrides-Research,0,0
SyFES,https://github.com/foxtran/SyFES,foxtran/SyFES,0,0
CAMIWorkshop,https://github.com/andim53/CAMIWorkshop,andim53/CAMIWorkshop,0,0
glass-cluster,https://github.com/hongthepotato/glass-cluster,hongthepotato/glass-cluster,0,0
dpexample,https://github.com/beform88/dpexample,beform88/dpexample,0,0
MaterialsDeepLearning,https://github.com/andim53/MaterialsDeepLearning,andim53/MaterialsDeepLearning,0,0
deftpy_test,https://github.com/avi-i/deftpy_test,avi-i/deftpy_test,0,0
OgreInterface-app,https://github.com/DerekDardzinski/OgreInterface-app,DerekDardzinski/OgreInterface-app,0,0
OgreInterface-eforge,https://github.com/DerekDardzinski/OgreInterface-eforge,DerekDardzinski/OgreInterface-eforge,0,0
MOF-Py,https://github.com/skethirajan/MOF-Py,skethirajan/MOF-Py,0,0
cinola-pyiron-workflow,https://github.com/s4b7r/cinola-pyiron-workflow,s4b7r/cinola-pyiron-workflow,0,0
sumo,https://github.com/skyakb1/sumo,skyakb1/sumo,0,0
MaterialsDataCollection,https://github.com/materialsCnicCas/MaterialsDataCollection,materialsCnicCas/MaterialsDataCollection,0,0
OgreInterface-webapp,https://github.com/DerekDardzinski/OgreInterface-webapp,DerekDardzinski/OgreInterface-webapp,0,0
VolumeElement-Potentials,https://github.com/binxi0629/VolumeElement-Potentials,binxi0629/VolumeElement-Potentials,0,0
crystalview,https://github.com/resnant/crystalview,resnant/crystalview,0,0
embedding,https://github.com/nanofecu/embedding,nanofecu/embedding,0,0
iBRNet,https://github.com/GuptaVishu2002/iBRNet,GuptaVishu2002/iBRNet,0,0
CADS_latest_kurihara,https://github.com/fumifumikurikuri0425/CADS_latest_kurihara,fumifumikurikuri0425/CADS_latest_kurihara,0,0
ai2mc-kit,https://github.com/lhycms/ai2mc-kit,lhycms/ai2mc-kit,0,0
MICON,https://github.com/microsoft/MICON,microsoft/MICON,0,0
pulgon_tools,https://github.com/pulgon-project/pulgon_tools,pulgon-project/pulgon_tools,0,0
QuantumNet,https://github.com/Xiaoyu-Ouyang/QuantumNet,Xiaoyu-Ouyang/QuantumNet,0,0
