full_name,description,fork,created_at,updated_at,pushed_at,homepage,size,stargazers_count,language,has_issues,has_wiki,has_pages,forks_count,mirror_url,open_issues_count,default_branch,subscribers_count,uuid,source_name,license,private,contributions_count,has_readme,has_changelog,has_contributing,has_license,has_coc,has_threat_model,has_audit,status,last_synced_at,rank,host_type,host_domain,name,scm,fork_policy,github_id,pull_requests_enabled,logo_url,github_contributions_count,keywords,code_of_conduct_url,contribution_guidelines_url,funding_urls,security_policy_url
facebookresearch/fairchem,FAIR Chemistry's library of machine learning methods for chemistry ,False,2019-09-26T04:47:27.000Z,2025-08-26T19:06:38.056Z,2025-08-26T17:45:20.000Z,https://fair-chem.github.io/,48651.0,1684.0,Python,True,True,True,376,,35.0,main,37.0,211001860,,Other,False,50,README.md,,CONTRIBUTING.md,LICENSE.md,CODE_OF_CONDUCT.md,,,,2025-07-01T20:08:04.817Z,11,GitHub,,fairchem,git,,211001860,,,50,[],https://github.com/facebookresearch/fairchem/blob/main/CODE_OF_CONDUCT.md,https://github.com/facebookresearch/fairchem/blob/main/CONTRIBUTING.md,[],https://github.com/facebookresearch/fairchem/security/policy
microsoft/mattergen,Official implementation of MatterGen -- a generative model for inorganic materials design across the periodic table that can be fine-tuned to steer the generation towards a wide range of property constraints.,False,2025-07-23T11:26:53.972Z,2025-09-04T12:23:50.080Z,2025-08-15T07:42:36.000Z,https://www.nature.com/articles/s41586-025-08628-5,3368.0,1466.0,Python,True,False,False,257,,6.0,main,28.0,894988451,,MIT,False,9,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-07-26T05:23:11.358Z,7,GitHub,,mattergen,git,,894988451,,,9,"['generative-ai', 'materials-design', 'materials-science']",https://github.com/microsoft/mattergen/blob/main/CODE_OF_CONDUCT.md,https://github.com/microsoft/mattergen/blob/main/CONTRIBUTING.md,[],https://github.com/microsoft/mattergen/security/policy
e3nn/e3nn,A modular framework for neural networks with Euclidean symmetry,False,2020-01-31T13:06:42.000Z,2025-09-04T00:34:05.468Z,2025-09-04T00:33:30.000Z,,11440.0,1143.0,Python,True,True,False,167,,30.0,main,19.0,237431920,,Other,False,32,README.md,,.github/CONTRIBUTING.md,LICENSE,.github/CODE_OF_CONDUCT.md,,,,2025-09-04T00:34:05.467Z,13,GitHub,,e3nn,git,,237431920,,,32,[],https://github.com/e3nn/e3nn/blob/main/.github/CODE_OF_CONDUCT.md,https://github.com/e3nn/e3nn/blob/main/.github/CONTRIBUTING.md,[],
aiidateam/aiida-core,The official repository for the AiiDA code,False,2016-12-23T15:38:21.000Z,2025-07-16T15:28:06.058Z,2025-07-16T15:08:50.000Z,https://aiida-core.readthedocs.io,133328.0,492.0,Python,True,True,True,227,,537.0,main,24.0,77234579,,Other,False,99,README.md,CHANGELOG.md,,LICENSE.txt,CODE_OF_CONDUCT.md,,,,2025-07-16T15:28:06.057Z,14,GitHub,,aiida-core,git,,77234579,,,99,"['aiida', 'computational-science', 'data-provenance', 'database', 'provenance', 'scheduler', 'ssh', 'workflow', 'workflow-engine', 'workflows']",https://github.com/aiidateam/aiida-core/blob/main/CODE_OF_CONDUCT.md,,[],
hackingmaterials/matminer,Data mining for materials science,False,2015-09-24T20:37:00.000Z,2024-10-06T12:47:22.868Z,2024-10-06T12:46:02.000Z,https://hackingmaterials.github.io/matminer/,43571.0,471.0,HTML,True,True,True,194,,31.0,main,29.0,43091756,,Other,False,50,README.md,CHANGES.txt,CONTRIBUTING.md,LICENSE,,,,,2024-10-06T12:47:22.867Z,13,GitHub,,matminer,git,,43091756,,,50,"['condensed-matter', 'data-mining', 'machine-learning', 'materials-science', 'matminer']",,https://github.com/hackingmaterials/matminer/blob/main/CONTRIBUTING.md,[],
microsoft/mattersim,"MatterSim: A deep learning atomistic model across elements, temperatures and pressures.",False,2024-12-03T19:57:03.146Z,2025-09-04T12:24:16.410Z,2025-07-06T06:22:00.000Z,https://microsoft.github.io/mattersim/,77093.0,450.0,Jupyter Notebook,True,True,True,58,,15.0,main,12.0,853204060,,MIT,False,16,README.md,,CONTRIBUTING.md,LICENSE.txt,CODE_OF_CONDUCT.md,,,,2025-07-06T06:07:24.621Z,8,GitHub,,mattersim,git,,853204060,,,16,"['ai4materials', 'ai4science', 'computational-materials-science', 'foundation-models', 'machine-learning', 'machine-learning-force-field', 'materials-science', 'mlff']",https://github.com/microsoft/mattersim/blob/main/CODE_OF_CONDUCT.md,https://github.com/microsoft/mattersim/blob/main/CONTRIBUTING.md,[],https://github.com/microsoft/mattersim/security/policy
SINGROUP/dscribe,DScribe is a python package for creating machine learning descriptors for atomistic systems.,False,2017-05-08T08:29:51.000Z,2025-02-01T07:16:52.419Z,2024-12-17T21:05:45.000Z,https://singroup.github.io/dscribe/,17809.0,409.0,C++,True,True,True,90,,7.0,master,18.0,90604423,,Apache-2.0,False,14,README.md,,,LICENSE,,,,,2024-05-28T18:23:05.190Z,12,GitHub,,dscribe,git,,90604423,,,14,"['atomistic-systems', 'descriptors', 'machine-learning', 'materials-science', 'python']",,,[],
materialsvirtuallab/maml,"Python for Materials Machine Learning, Materials Descriptors, Machine Learning Force Fields, Deep Learning, etc.",False,2020-01-25T15:04:21.000Z,2025-04-02T04:38:03.536Z,2025-04-02T04:35:13.000Z,,153462.0,404.0,Jupyter Notebook,True,True,True,84,,12.0,master,18.0,236185220,,BSD-3-Clause,False,21,README.md,CHANGES.md,,LICENSE,,,,,2025-04-02T04:38:03.535Z,8,GitHub,,maml,git,,236185220,,,21,"['deep-learning', 'machine-learning', 'machine-learning-force-field', 'materials-discovery', 'materials-science', 'spectroscopy']",https://github.com/materialsvirtuallab/.github/blob/main/.github/code_of_conduct.md,,[],
deepmodeling/dpgen,The deep potential generator to generate a deep-learning based model of interatomic potential energy and force field,False,2019-06-13T11:43:56.000Z,2025-08-07T07:43:03.745Z,2025-08-07T07:42:11.000Z,https://docs.deepmodeling.com/projects/dpgen/,8604.0,353.0,Python,True,True,False,184,,54.0,master,11.0,191752255,,LGPL-3.0,False,58,README.md,,,LICENSE,,,,,2025-08-07T07:43:03.744Z,9,GitHub,,dpgen,git,,191752255,,,58,"['active-learning', 'concurrent-learning', 'python']",,,[],
CederGroupHub/chgnet,Pretrained universal neural network potential for  charge-informed atomistic modeling https://chgnet.lbl.gov,False,2023-02-24T23:44:24.000Z,2025-08-19T00:18:19.802Z,2025-04-14T21:44:10.000Z,https://doi.org/10.1038/s42256-023-00716-3,13753.0,321.0,Python,True,False,True,85,,4.0,main,7.0,606244777,,Other,False,9,README.md,,,LICENSE,,,,,2024-09-16T22:23:17.906Z,11,GitHub,,chgnet,git,,606244777,,,9,"['atomistic-simulations', 'charge-distribution', 'charge-transport', 'computational-materials-science', 'force-fields', 'graph-neural-networks', 'machine-learning']",https://github.com/CederGroupHub/.github/blob/main/code_of_conduct.md,,[],
MaterSim/PyXtal,A code to generate atomic structure with symmetry,False,2018-04-05T06:08:04.000Z,2025-07-15T02:29:06.378Z,2025-07-12T23:33:54.000Z,,33489.0,320.0,Python,True,True,True,73,,13.0,master,13.0,128165891,,MIT,False,19,README.md,,,LICENSE.txt,,,,,2025-06-16T23:01:54.149Z,10,GitHub,,PyXtal,git,,128165891,,,19,"['2d-materials', 'crystallography', 'nanoparticles', 'symmetry']",,,[],https://github.com/MaterSim/PyXtal/security/policy
mir-group/flare,An open-source Python package for creating fast and accurate interatomic potentials.,False,2018-08-30T23:40:56.000Z,2024-06-11T15:26:03.656Z,2024-06-11T15:13:53.000Z,https://mir-group.github.io/flare,177216.0,271.0,Python,True,True,True,63,,36.0,master,19.0,146818125,,MIT,False,15,README.md,,CONTRIBUTING.rst,LICENSE,CODE_OF_CONDUCT.md,,,,2024-06-11T15:26:03.655Z,7,GitHub,,flare,git,,146818125,,,15,['kokkos'],,,[],
janosh/pymatviz,A toolkit for visualizations in materials informatics.,False,2021-02-21T12:40:34.000Z,2025-09-06T20:00:01.015Z,2025-09-05T18:36:17.000Z,https://janosh.github.io/pymatviz,17920.0,269.0,Python,True,False,True,35,,9.0,main,6.0,340898532,,MIT,False,12,readme.md,changelog.md,contributing.md,license,,,,,2025-09-06T20:00:01.014Z,10,GitHub,,pymatviz,git,,340898532,,,12,"['data-visualization', 'machine-learning', 'materials-informatics', 'materials-science', 'matplotlib', 'plotly', 'plots', 'python', 'uncertainty', 'uncertainty-calibration']",,https://github.com/janosh/pymatviz/blob/main/contributing.md,[],
materialsproject/atomate2,atomate2 is a library of computational materials science workflows ,False,2020-10-22T17:40:19.000Z,2025-09-04T19:15:39.350Z,2025-09-01T12:31:28.000Z,https://materialsproject.github.io/atomate2/,548852.0,239.0,Python,True,False,True,120,,71.0,main,8.0,306414371,,Other,False,59,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-08-28T18:12:22.252Z,9,GitHub,,atomate2,git,,306414371,,,59,"['automation', 'dft', 'high-throughput', 'materials-science', 'vasp']",https://github.com/materialsproject/atomate2/blob/main/CODE_OF_CONDUCT.md,https://github.com/materialsproject/atomate2/blob/main/CONTRIBUTING.md,[],
Quantum-Accelerators/quacc,quacc is a flexible platform for computational materials science and quantum chemistry that is built for the big data era.,False,2021-12-18T20:57:31.000Z,2025-08-26T17:41:33.512Z,2025-08-26T17:25:41.000Z,https://quantum-accelerators.github.io/quacc/,68714.0,221.0,Python,True,False,True,61,,32.0,main,3.0,439713489,,BSD-3-Clause,False,29,README.md,CHANGELOG.md,,LICENSE.md,CODE_OF_CONDUCT.md,,,,2025-08-20T01:06:20.407Z,7,GitHub,,quacc,git,,439713489,,,29,"['chemistry', 'computational-materials-science', 'database', 'dft', 'high-throughput', 'hpc', 'python', 'quantum-chemistry', 'quantum-mechanics', 'workflow']",https://github.com/Quantum-Accelerators/quacc/blob/main/CODE_OF_CONDUCT.md,,[],https://github.com/Quantum-Accelerators/quacc/security/policy
SMTG-Bham/sumo,Heavyweight plotting tools for ab initio calculations,False,2018-04-16T15:47:40.000Z,2025-05-07T18:55:04.653Z,2025-05-07T18:53:47.000Z,https://smtg-bham.github.io/sumo/,311633.0,220.0,Python,True,True,True,85,,53.0,master,13.0,129768103,,MIT,False,19,README.rst,CHANGELOG.rst,,LICENSE,,,,,2025-05-07T18:55:04.652Z,11,GitHub,,sumo,git,,129768103,,,19,"['computational-chemistry', 'materials-science', 'plotting', 'python']",,,[],
hackingmaterials/atomate,atomate is a powerful software for computational materials science and contains pre-built workflows.,False,2015-09-23T19:53:55.000Z,2023-11-30T02:04:06.309Z,2023-11-03T00:52:07.000Z,https://hackingmaterials.github.io/atomate,398315.0,220.0,Python,True,True,True,164,,42.0,main,26.0,43023379,,Other,False,46,README.md,CHANGES.txt,CONTRIBUTING.md,LICENSE,,,,,2023-11-30T02:04:06.308Z,9,GitHub,,,git,,43023379,,,46,[],,,[],
py4dstem/py4DSTEM,,False,2018-09-13T05:34:52.000Z,2025-01-21T20:52:10.840Z,2025-01-21T20:52:05.000Z,,258516.0,215.0,Python,True,True,False,145,,40.0,dev,25.0,148587083,,GPL-3.0,False,34,README.md,,,LICENSE.txt,CODE_OF_CONDUCT.md,,,,2025-01-21T20:52:07.416Z,6,GitHub,,py4DSTEM,git,,148587083,,,34,[],https://github.com/py4dstem/py4DSTEM/blob/dev/CODE_OF_CONDUCT.md,,[],
deepmodeling/dpdata,A Python package for manipulating atomistic data of software in computational science,False,2019-04-12T13:24:23.000Z,2025-08-03T10:56:05.220Z,2025-08-03T10:54:49.000Z,https://docs.deepmodeling.com/projects/dpdata/,7107.0,213.0,Python,True,True,True,148,,38.0,master,6.0,181013071,,LGPL-3.0,False,59,README.md,,,LICENSE,,,,,2025-08-03T10:56:05.219Z,10,GitHub,,dpdata,git,,181013071,,,59,"['atomic-data', 'python']",,,[],
romerogroup/pyprocar,A Python library for electronic structure pre/post-processing,False,2018-03-25T15:27:01.000Z,2025-09-06T14:02:26.144Z,2025-09-06T13:59:49.000Z,,287933.0,189.0,Python,True,True,True,81,,117.0,main,16.0,126711449,,GPL-3.0,False,12,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-09-06T14:02:26.143Z,7,GitHub,,pyprocar,git,,126711449,,,12,"['abinit', 'band-unfolder', 'bandstructure', 'dft', 'elk', 'fermi-surfaces', 'python', 'vasp']",https://github.com/romerogroup/pyprocar/blob/main/CODE_OF_CONDUCT.md,https://github.com/romerogroup/pyprocar/blob/main/CONTRIBUTING.md,[],
SMTG-Bham/doped,"doped is a Python software for the generation, pre-/post-processing and analysis of defect supercell calculations, implementing the defect simulation workflow in an efficient, reproducible, user-friendly yet powerful and fully-customisable manner.",False,2020-05-19T10:29:58.000Z,2025-06-09T17:05:08.369Z,2025-06-09T17:04:54.000Z,https://doped.readthedocs.io,906864.0,189.0,Python,True,True,False,34,,4.0,main,14.0,265216879,,MIT,False,10,README.md,CHANGELOG.rst,docs/Contributing.rst,LICENSE,,,,,2025-06-09T17:05:08.368Z,8,GitHub,,doped,git,,265216879,,,10,"['ab-initio', 'computational-chemistry', 'computational-materials-science', 'defect-calculation', 'defect-formation-energy', 'defect-levels', 'defect-thermodynamics', 'defects', 'dft', 'doping', 'fermi-level', 'point-defects', 'pymatgen', 'semiconductors', 'shakenbreak', 'transition-levels', 'vasp']",,https://github.com/SMTG-Bham/doped/blob/main/docs/Contributing.rst,[],
materialsproject/matbench,Matbench: Benchmarks for materials science property prediction,False,2021-02-24T03:58:42.000Z,2025-09-04T19:15:40.369Z,2024-08-20T17:26:52.000Z,https://matbench.materialsproject.org,414710.0,165.0,Python,True,True,True,53,,52.0,main,6.0,341773226,,MIT,False,12,README.md,,,LICENSE,,,,,2022-08-09T23:57:27.192Z,8,GitHub,,matbench,git,,341773226,,,12,"['benchmark', 'chemistry', 'condensed-matter', 'data-science', 'machine-learning', 'machine-learning-algorithms', 'materials-science', 'physics']",https://github.com/materialsproject/.github/blob/main/.github/code_of_conduct.md,,[],
materialsproject/custodian,"A simple, robust and flexible just-in-time job management framework in Python.",False,2013-02-04T18:33:16.000Z,2025-09-04T19:15:40.192Z,2025-09-04T02:49:22.000Z,,105049.0,160.0,Python,True,False,True,113,,31.0,master,63.0,8013467,,MIT,False,51,README.md,,,LICENSE,,,,,2025-08-13T21:04:04.010Z,10,GitHub,,custodian,git,,8013467,,,51,[],https://github.com/materialsproject/.github/blob/main/.github/code_of_conduct.md,,[],
xraypy/xraylarch,"Larch: Applications and Python Library for Data Analysis of X-ray Absorption Spectroscopy (XAS, XANES, XAFS, EXAFS), X-ray Fluorescence (XRF) Spectroscopy and Imaging, and more.",False,2012-05-07T03:20:16.000Z,2025-07-29T12:29:04.617Z,2025-07-29T12:25:41.000Z,https://xraypy.github.io/xraylarch,190644.0,154.0,Python,True,True,True,76,,65.0,master,22.0,4246006,,Other,False,23,README.md,CHANGELOG.md,,LICENSE,,,,,2025-07-29T12:29:04.614Z,11,GitHub,,xraylarch,git,,4246006,,,23,"['python', 'synchrotron', 'x-ray-absorption-fine-structure', 'x-ray-fluorescence', 'x-ray-physics']",,,[],
hackingmaterials/amset,Electronic transport properties from first-principles calculations,False,2016-08-23T20:47:19.000Z,2025-06-30T13:24:05.984Z,2025-06-30T13:13:33.000Z,https://hackingmaterials.lbl.gov/amset/,36797.0,150.0,Python,True,True,True,52,,5.0,main,16.0,66402073,,Other,False,18,README.md,,,LICENSE,,,,,2025-06-30T13:24:05.983Z,8,GitHub,,amset,git,,66402073,,,18,"['materials-science', 'mobility', 'seebeck', 'thermoelectric', 'transport']",,,[],
materialsproject/api,New API client for the Materials Project ,False,2020-01-27T20:28:21.000Z,2025-09-04T19:15:39.969Z,2025-08-01T18:22:55.000Z,https://materialsproject.github.io/api/,28932.0,143.0,Python,True,False,True,49,,32.0,main,11.0,236587469,,Other,False,20,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2025-07-29T22:27:16.462Z,13,GitHub,,api,git,,236587469,,,20,[],https://github.com/materialsproject/api/blob/main/CODE_OF_CONDUCT.md,,[],
yoshida-lab/XenonPy,XenonPy is a Python Software for Materials Informatics,False,2018-01-17T10:13:29.000Z,2024-07-13T02:12:25.636Z,2024-04-21T06:58:38.000Z,http://xenonpy.readthedocs.io,44635.0,131.0,Jupyter Notebook,True,False,False,57,,21.0,master,12.0,117819602,,BSD-3-Clause,False,6,README.md,,,LICENSE,,,,,2022-10-31T15:40:46.478Z,8,GitHub,,XenonPy,git,,117819602,,,6,"['machine-learning', 'material', 'material-development', 'python-library']",,,[],
abinit/abipy,Open-source library for analyzing the results produced by ABINIT,False,2013-06-26T13:30:30.000Z,2025-05-04T16:16:16.435Z,2025-05-04T11:22:07.000Z,http://abinit.github.io/abipy,449058.0,120.0,Python,True,True,True,103,,18.0,develop,15.0,10968614,,Other,False,28,README.rst,CHANGELOG.rst,,LICENSE,,,,,2024-09-12T21:08:05.960Z,10,GitHub,,abipy,git,,10968614,,,28,"['abinit', 'density-functional-theory', 'materials-informatics', 'materials-science', 'physics', 'python', 'science', 'solid-state-physics']",,,[],
materialsproject/reaction-network,Reaction Network is a Python package for predicting likely inorganic chemical reaction pathways using graph theoretical methods. Project led by @mattmcdermott (formerly at Berkeley Lab).,False,2019-07-12T15:03:27.000Z,2025-09-04T19:15:41.538Z,2025-02-04T00:06:57.000Z,https://materialsproject.github.io/reaction-network/,77067.0,114.0,Python,True,False,True,24,,6.0,main,3.0,196599102,,Other,False,6,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2024-02-07T20:08:05.321Z,8,GitHub,,reaction-network,git,,196599102,,,6,"['chemistry', 'materials-science', 'python', 'reaction-network', 'reactions', 'simulation']",https://github.com/materialsproject/reaction-network/blob/main/CODE_OF_CONDUCT.md,https://github.com/materialsproject/reaction-network/blob/main/CONTRIBUTING.md,[],
WMD-group/SMACT,Python package to aid materials design and informatics,False,2013-11-04T17:12:56.000Z,2025-07-31T10:00:16.130Z,2025-07-31T09:50:18.000Z,https://smact.readthedocs.io,45184.0,114.0,Python,True,True,False,26,,6.0,master,22.0,14117740,,MIT,False,22,README.md,,CONTRIBUTING.md,LICENSE,,,,,2025-07-31T10:00:16.129Z,8,GitHub,,SMACT,git,,14117740,,,22,"['computational-chemistry', 'machine-learning', 'materials-design', 'materials-informatics', 'materials-science', 'materials-screening', 'python']",,https://github.com/WMD-group/SMACT/blob/master/CONTRIBUTING.md,[],
uw-cmg/MAST-ML,MAterials Simulation Toolkit for Machine Learning (MAST-ML),False,2017-02-16T17:03:57.000Z,2025-03-25T19:57:16.623Z,2025-03-18T16:54:00.000Z,,418031.0,113.0,Jupyter Notebook,True,True,False,61,,32.0,master,13.0,82204883,,MIT,False,19,README.md,,,LICENSE,,,,,2024-09-27T21:43:02.342Z,7,GitHub,,MAST-ML,git,,82204883,,,19,[],,,[],
hackingmaterials/robocrystallographer,Automatic generation of crystal structure descriptions.,False,2018-10-11T01:16:36.000Z,2025-04-02T22:10:11.232Z,2025-04-02T22:02:00.000Z,https://hackingmaterials.github.io/robocrystallographer/,119404.0,113.0,Python,True,True,True,29,,26.0,main,7.0,152511317,,Other,False,10,README.md,CHANGELOG.rst,CONTRIBUTING.rst,LICENSE,,,,,2025-04-02T22:10:11.231Z,10,GitHub,,robocrystallographer,git,,152511317,,,10,"['crystal-structure', 'crystallography', 'materials-science']",,https://github.com/hackingmaterials/robocrystallographer/blob/main/CONTRIBUTING.rst,[],
aimat-lab/gcnn_keras,"Graph convolutions in Keras with TensorFlow, PyTorch or Jax.",False,2020-07-17T11:12:46.000Z,2025-01-08T13:59:02.710Z,2025-01-08T13:54:52.000Z,,96909.0,112.0,Jupyter Notebook,True,True,False,31,,13.0,master,7.0,280404197,,MIT,False,6,README.md,changelog.md,,LICENSE,,,,,2025-01-08T13:59:02.709Z,7,GitHub,,gcnn_keras,git,,280404197,,,6,"['graph-algorithms', 'graph-convolution', 'graph-networks', 'graphs', 'machine-learning', 'molecules', 'networks', 'neural-networks', 'ragged-tensors']",,,[],
Bin-Cao/Bgolearn,[Materials & Design 2024 | NPJ com mat 2024] Offical implement of Bgolearn,False,2022-07-10T07:25:48.000Z,2025-09-05T23:13:01.156Z,2025-08-04T08:29:08.000Z,http://bgolearn.caobin.asia/,439967.0,99.0,Jupyter Notebook,True,True,False,16,,0.0,main,5.0,512371845,,MIT,False,3,README.md,,,LICENSE,,,,,2025-09-05T23:13:01.155Z,7,GitHub,,Bgolearn,git,,512371845,,,3,"['active-learning', 'adaptive-learning', 'augmented-expected-improvement', 'bayesian-global-optimization', 'bgolearn', 'entropy-based-approach', 'expected-improvement', 'knowledge-gradient', 'least-confidence', 'margin-sampling', 'material-design', 'materials', 'materials-informatics', 'materials-science', 'mlmd', 'opportunity-cost', 'predictive-entropy-search', 'probability-of-improvement', 'trail-path', 'upper-confidence-bound']",,,['https://github.com/Bin-Cao/Bin-Cao/assets/86995074/4e33b313-1d74-4b53-ad02-795ba68854b9'],
njszym/XRD-AutoAnalyzer,,False,2021-01-19T00:12:41.000Z,2025-07-31T17:06:54.297Z,2025-07-31T11:54:14.000Z,,801664.0,99.0,Python,True,True,False,26,,4.0,main,5.0,330817991,,MIT,False,3,README.md,,,LICENSE,,,,,2025-07-31T17:06:54.297Z,6,GitHub,,XRD-AutoAnalyzer,git,,330817991,,,3,[],,,[],
JaGeo/LobsterPy,Package to perform automatic bonding analysis with the program Lobster in the field of computational materials science and quantum chemistry,False,2021-03-01T10:58:23.000Z,2025-06-24T16:17:36.452Z,2025-06-24T16:13:09.000Z,https://jageo.github.io/LobsterPy/,152672.0,96.0,Python,True,False,True,32,,10.0,main,4.0,343384088,,BSD-3-Clause,False,12,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2025-06-24T16:17:36.451Z,8,GitHub,,LobsterPy,git,,343384088,,,12,"['chemical-bonding', 'computational-chemistry', 'computational-materials-science', 'materials-informatics', 'plotting', 'python']",https://github.com/JaGeo/LobsterPy/blob/main/CODE_OF_CONDUCT.md,https://github.com/JaGeo/LobsterPy/blob/main/CONTRIBUTING.md,[],
giovannipizzi/seekpath,A module to obtain and visualize k-vector coefficients and obtain band paths in the Brillouin zone of crystal structures,False,2016-09-29T14:30:52.000Z,2023-06-07T09:49:29.000Z,2023-05-19T17:43:38.000Z,,10776.0,95.0,Python,True,True,False,42,,1.0,main,8.0,69575744,,Other,False,3,README.rst,CHANGELOG.md,,LICENSE.txt,,,,,2023-05-19T17:45:04.506Z,9,GitHub,,,git,,69575744,,,3,[],,,[],
SMTG-Bham/ShakeNBreak,Defect structure-searching employing chemically-guided bond distortions,False,2021-08-25T08:56:50.000Z,2025-06-09T19:30:08.133Z,2025-06-09T19:29:35.000Z,https://shakenbreak.readthedocs.io,107999.0,93.0,Python,True,True,False,20,,0.0,main,3.0,399753518,,MIT,False,4,README.md,CHANGELOG.rst,docs/Contributing.rst,LICENSE,,,,,2025-06-09T19:30:08.132Z,8,GitHub,,ShakeNBreak,git,,399753518,,,4,"['ab-initio', 'computational-chemistry', 'dft', 'distortions', 'materials', 'materials-design', 'materials-informatics', 'point-defects', 'pymatgen', 'python3', 'science', 'semiconductors', 'structure-searching', 'symmetry-breaking', 'vasp']",,https://github.com/SMTG-Bham/ShakeNBreak/blob/main/docs/Contributing.rst,[],
ppdebreuck/modnet,MODNet: a framework for machine learning materials properties,False,2020-03-13T07:39:21.000Z,2025-03-25T20:26:42.324Z,2025-03-19T14:30:12.000Z,,50836.0,90.0,Jupyter Notebook,True,True,False,34,,32.0,master,6.0,247013904,,MIT,False,8,README.md,,,LICENSE.md,,,,,2024-05-07T14:11:02.437Z,7,GitHub,,modnet,git,,247013904,,,8,"['machine-learning', 'materials-science']",,,[],
janosh/matbench-discovery,An evaluation framework for machine learning models simulating high-throughput materials discovery.,False,2022-06-20T18:32:44.000Z,2024-09-11T19:01:05.964Z,2024-09-11T18:58:35.000Z,https://matbench-discovery.materialsproject.org,196517.0,90.0,Python,True,False,True,12,,4.0,main,8.0,505555974,,MIT,False,8,readme.md,changelog.md,,license,,,,,2024-09-11T19:01:05.963Z,8,GitHub,,matbench-discovery,git,,505555974,,,8,"['bayesian-optimization', 'convex-hull', 'high-throughput-search', 'interatomic-potential', 'machine-learning', 'materials-discovery']",,,[],
materialsvirtuallab/pymatgen-analysis-diffusion,This add-on to pymatgen provides tools for analyzing diffusion in materials.,False,2016-01-12T19:35:03.000Z,2024-07-15T17:35:48.901Z,2024-07-15T17:35:11.000Z,https://guide.materialsvirtuallab.org/pymatgen-diffusion/,23873.0,88.0,Python,True,True,True,53,,7.0,master,27.0,49524190,,BSD-3-Clause,False,19,README.rst,CHANGES.rst,,LICENSE,,,,,2024-07-15T17:35:48.900Z,10,GitHub,,pymatgen-analysis-diffusion,git,,49524190,,,19,[],,,[],
fermisurfaces/IFermi,"Fermi surface generation, analysis and visualisation.",False,2019-07-17T18:20:15.000Z,2024-09-30T16:45:13.857Z,2024-09-30T16:39:48.000Z,https://fermisurfaces.github.io/IFermi/,138456.0,87.0,Python,True,True,True,33,,6.0,main,9.0,197441153,,MIT,False,9,README.md,CHANGELOG.md,docs/contributing.rst,LICENSE,,,,,2024-09-30T16:45:13.856Z,8,GitHub,,IFermi,git,,197441153,,,9,"['fermi-slice', 'fermi-surface', 'vasp']",,https://github.com/fermisurfaces/IFermi/blob/main/docs/contributing.rst,[],
CederGroupHub/smol,Statistical Mechanics on Lattices,False,2019-11-25T23:17:27.000Z,2025-08-19T00:18:19.956Z,2025-08-14T00:23:40.000Z,https://cedergrouphub.github.io/smol/,97723.0,82.0,Python,True,True,True,17,,16.0,main,4.0,224059664,,Other,False,9,README.md,CHANGES.md,,LICENSE,,,,,2025-02-16T20:47:05.222Z,8,GitHub,,smol,git,,224059664,,,9,"['cluster-expansion', 'ising-model', 'lattice-gas', 'materials-science', 'monte-carlo', 'statistical-mechanics']",https://github.com/CederGroupHub/.github/blob/main/code_of_conduct.md,,[],
hspark1212/MOFTransformer,"Universal Transfer Learning in Porous Materials, including MOFs.",False,2021-12-11T06:30:12.000Z,2024-06-20T07:02:13.104Z,2024-06-20T06:58:46.000Z,https://hspark1212.github.io/MOFTransformer/,1062907.0,76.0,Python,True,True,True,11,,0.0,master,5.0,437206664,,,False,2,README.md,,,,,,,,2024-06-20T07:02:13.103Z,5,GitHub,,MOFTransformer,git,,437206664,,,2,[],,,[],
Materials-Consortia/optimade-python-tools,Tools for implementing and consuming OPTIMADE APIs in Python,False,2018-06-05T21:00:07.000Z,2025-04-24T02:15:30.972Z,2025-04-22T13:39:04.000Z,https://www.optimade.org/optimade-python-tools/,119822.0,75.0,Python,True,True,True,45,,102.0,main,5.0,136234321,,MIT,False,24,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2025-03-16T23:26:19.831Z,7,GitHub,,optimade-python-tools,git,,136234321,,,24,"['openapi', 'optimade', 'optimade-api', 'optimade-python', 'optimade-specification', 'python']",,https://github.com/Materials-Consortia/optimade-python-tools/blob/main/CONTRIBUTING.md,[],
hackingmaterials/automatminer,An automatic engine for predicting materials properties.,False,2018-05-10T18:27:08.000Z,2021-01-18T14:14:07.000Z,2021-02-08T13:33:06.000Z,,53118.0,73.0,Python,True,True,True,31,,41.0,master,11.0,132939275,,Other,False,9,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2020-07-28T02:24:03.732Z,7,GitHub,,,git,,132939275,,,9,"['machine-learning', 'material-properties', 'pipeline', 'prediction']",,,[],
